id,username,created_at,lng,lat,text
1516567438137167887,AlbertoxVazquez,Wed Apr 20 00:00:28 +0000 2022,-83.804475,27.698681999999998,@spitxbaby @MatSchladen It’s life changing. But honestly I’m the Midwest they have Kwik Trip. That one….. that is t… https://t.co/1joai5jDpa
1516567439114489865,TuddleOnRadio,Wed Apr 20 00:00:28 +0000 2022,-81.29165950000001,29.017060999999998,@brenthatley People are waking up to the fact that it’s all a work
1516567467690233860,AlmondCoach,Wed Apr 20 00:00:35 +0000 2022,-83.1738665,32.6782075,@SherylDCollins @PowderSpringsES Too cute 😂
1516567495129407493,princss6,Wed Apr 20 00:00:41 +0000 2022,-83.1738665,32.6782075,@Cate__Johnson @MRoyer3 Why they gotta do that 🤣🤣
1516567530034368522,MuseScry,Wed Apr 20 00:00:50 +0000 2022,-83.804475,27.698681999999998,👁know a thing or 2 Sid and Cody’s boys rolled  up a massive CIA network with their actions.… https://t.co/xKcEHclbGC
1516567541237362693,WorldMedling,Wed Apr 20 00:00:52 +0000 2022,-81.5493205,28.3045215,Wow! This is incredible! Thank you all so much for watching Medling World on YouTube! Click the link if you would l… https://t.co/n7gR5fRp2m
1516567545247150087,Tgizzle904,Wed Apr 20 00:00:53 +0000 2022,-83.804475,27.698681999999998,@sawft336 @jerriej86 @irongrrlrock 🤣🤣🤣 right
1516567552700334086,BHinFlorida,Wed Apr 20 00:00:55 +0000 2022,-83.804475,27.698681999999998,@pecosbill1999 @picklesbaseball 😂 Or Dillion T Pickle lol
1516567555124699141,JackSimonetta,Wed Apr 20 00:00:56 +0000 2022,-81.5903435,28.546118999999997,Hardest working Freshmen!!
1516567556987015168,nikoexxtra,Wed Apr 20 00:00:56 +0000 2022,-81.2981265,28.542105499999998,@KDANIMEWORLD2K Never
1516567574586216452,Goblinkatie,Wed Apr 20 00:01:00 +0000 2022,-83.1738665,32.6782075,Which brain are you? I’m squizzly. https://t.co/YakjxldAoT
1516567579405467649,yo_monalissa,Wed Apr 20 00:01:02 +0000 2022,-82.44269399999999,27.9965945,@JustCallMeSio ooph
1516567584853958659,92tmnk_,Wed Apr 20 00:01:03 +0000 2022,-83.1738665,32.6782075,Definitely want to go hiking and fucking 😌
1516567585181024258,puffytuffy,Wed Apr 20 00:01:03 +0000 2022,-83.804475,27.698681999999998,@realTuckFrumper I really hate his faceIt looks downright scary. Could play a horror role
1516567598086959109,BaconAddy,Wed Apr 20 00:01:06 +0000 2022,-82.5330735,27.3411215,𝓛𝓮𝓽𝓼 𝓽𝓪𝓵𝓴 𝓪𝓫𝓸𝓾𝓽 𝓻𝓮𝓬𝓲𝓹𝓮𝓼 𝓯𝓸𝓻 𝓽𝓮𝓼𝓽𝓲𝓬𝓾𝓵𝓪𝓻 𝓱𝓮𝓪𝓵𝓽𝓱 𝓸𝓻 𝓾𝓼𝓲𝓷𝓰 𝓯𝓸𝓲𝓵 𝓱𝓪𝓽𝓼 𝓽𝓸 𝓽𝓻𝓪𝓷𝓼𝓶𝓲𝓽 𝓻𝓪𝓭𝓲𝓸 𝔀𝓪𝓿𝓮𝓼 𝓽𝓮𝓵𝓮𝓹𝓪𝓽𝓱𝓲𝓬𝓪𝓵𝓵𝔂. 😂😂😅🥹
1516567599064272908,Sh00tOut_Birdie,Wed Apr 20 00:01:06 +0000 2022,-83.804475,27.698681999999998,"I'm stubborn, anti social, laid back, and I can be nonchalant at times"
1516567609164115975,Da_Don81,Wed Apr 20 00:01:09 +0000 2022,-83.804475,27.698681999999998,"@Dreams8Divine Hey, how u been doing"
1516567619746381847,JUwomenslax,Wed Apr 20 00:01:11 +0000 2022,-83.804475,27.698681999999998,"If you’re looking for a place to play great lacrosse, live at the beach, have a thriving city/job market, @JAX_WLAX… https://t.co/neTyw6JJ9u"
1516567640722096133,sammigoldfarb,Wed Apr 20 00:01:16 +0000 2022,-83.804475,27.698681999999998,"Melvin sends me Instagram reels and I send him tiktoks, that’s where we differ from one another"
1516567640692641807,amanda_kuhrts,Wed Apr 20 00:01:16 +0000 2022,-83.804475,27.698681999999998,Acuna signing through the net 💀💀💀💀
1516567652961079301,AHSbloodhounds,Wed Apr 20 00:01:19 +0000 2022,-81.79601249999999,28.0814005,"VSB: Hounds add one more run on a sacrifice fly ball by Kassidy Pontbriant. Hounds lead Pasco, 7-1 heading to the t… https://t.co/DTspRE6jZ3"
1516567653409820675,tideman69,Wed Apr 20 00:01:19 +0000 2022,-83.804475,27.698681999999998,@flexghost1 don't like it.  be a transitional president.  Don't worry about 2024.  Let someone younger run.
1516567663425826819,Da_Don81,Wed Apr 20 00:01:22 +0000 2022,-83.804475,27.698681999999998,#WWENXT time
1516567670891630594,LaMikeBlack,Wed Apr 20 00:01:23 +0000 2022,-81.75045399999999,27.972377,Oh they gave up
1516567672539987969,AlbertoxVazquez,Wed Apr 20 00:01:24 +0000 2022,-83.804475,27.698681999999998,@SpeaveGRIN Lee Ghandi is so fucking sick
1516567700520189953,jaybertx,Wed Apr 20 00:01:30 +0000 2022,-82.44269399999999,27.9965945,Boom. https://t.co/IN9zXiJMUI
1516567704760721413,BravesLife10,Wed Apr 20 00:01:31 +0000 2022,-83.1738665,32.6782075,Oh he ready
1516567728298942470,MD_G1997,Wed Apr 20 00:01:37 +0000 2022,-81.986834,26.63648,@sexissinful Same to you🌞...a beautiful day for an even more beautiful woman😍
1516567732963184641,Coach_Monte100,Wed Apr 20 00:01:38 +0000 2022,-81.068556,29.190223,@RexErwinJr @C0ACHGRIFF Nah i had to get my own and rock the shades like my dog lol
1516567745529360384,LordKrono2031,Wed Apr 20 00:01:41 +0000 2022,-82.3247015,28.2245025,@danhill2011 No. Any statement or disbelief of Zelensky is pro-Putin. No questions asked. Either step in line with… https://t.co/K4MtsqVUsf
1516567746238193671,symonejannelle,Wed Apr 20 00:01:41 +0000 2022,-81.3677725,28.501678499999997,I literally locked my card 15 minutes ago to stop my spending…just to unlock now. Gonna try again after I buy these shoes.🫠
1516567754089893888,FlowerFembot,Wed Apr 20 00:01:43 +0000 2022,-82.67290299999999,27.7957195,@Lilmook4real Yes. Right now 🌌🔭
1516567764588191746,ApplePasta,Wed Apr 20 00:01:46 +0000 2022,-82.532321,28.1033755,"Rex was a bad man, yall"
1516567769050980353,floridaa_grownn,Wed Apr 20 00:01:47 +0000 2022,-83.1738665,32.6782075,I hate it when I wanna hop in the dms but I don’t even see the button on a mf page 😂😂
1516567796481675266,ChrisGraser,Wed Apr 20 00:01:53 +0000 2022,-83.804475,27.698681999999998,Sitting here after watching the finale of #TOC3 and I know in my heart that @GuyFieri would have had @carlruiz in t… https://t.co/Gl6BVIvZrf
1516567825611214850,LindaTraitz,Wed Apr 20 00:02:00 +0000 2022,-83.1738665,32.6782075,Turn on Tucker Carlson Now
1516567845605421067,revdrinkerton,Wed Apr 20 00:02:05 +0000 2022,-82.452233,27.94272,Let’s go Lightning ⚡️ Frost Proof Belgian White by @CigarCityBeer https://t.co/SGUGqro3xb
1516567846997876744,ThisIsBing007,Wed Apr 20 00:02:05 +0000 2022,-81.0232725,29.0923355,PS5 SOLD OUT?!FUCK!!!!!!!!
1516567885120000010,Boopityboop44,Wed Apr 20 00:02:14 +0000 2022,-83.1738665,32.6782075,Fun this weekend
1516567900039139329,buf2srq2,Wed Apr 20 00:02:18 +0000 2022,-82.57367500000001,27.4739745,"@RonFilipkowski ""Do you know who I am? You're gonna lose your loofah!"" https://t.co/dASTsLwikn"
1516567927029477387,SchilkeScott,Wed Apr 20 00:02:24 +0000 2022,-81.7123585,25.9413035,@Matthew_Cable12 Awesome Matt!! Way to go!!👍
1516567931446087690,paulwbarber,Wed Apr 20 00:02:25 +0000 2022,-82.5330735,27.3411215,For some ‘Free Speech’ means ‘I want to be able to lie’.  It has nothing to do with the First Amendment - Freedom o… https://t.co/fMP9MFdtri
1516567941558452231,suggswriter,Wed Apr 20 00:02:28 +0000 2022,-83.1738665,32.6782075,@KHollowayWSB @GAFollowers Too easy. Just too easy. “Best Rapper Alive.” https://t.co/ZDRyzXaL8N
1516567942724476950,_slouise,Wed Apr 20 00:02:28 +0000 2022,-83.1738665,32.6782075,"It’s birthday week AND race week. Sad to say, I’ll be missing quali on Saturday, but I’ll be checking off something… https://t.co/4PX9VhtWhn"
1516567980896829445,DtriNi2Swt,Wed Apr 20 00:02:37 +0000 2022,-83.804475,27.698681999999998,Trae young 🗑️ for that #HEATCulture
1516567981484130307,EvergreenMEP,Wed Apr 20 00:02:37 +0000 2022,-81.520527,28.380843,@RealtorObiora Thanks!
1516567981463068680,GallagherLaw,Wed Apr 20 00:02:37 +0000 2022,-82.67290299999999,27.7957195,@RonFilipkowski Everything is not going to go right.
1516567994423549957,DavidWright29,Wed Apr 20 00:02:40 +0000 2022,-81.40234699999999,28.299370500000002,"Dave1 found #ethereum in a Blue vault at this location! Join me playing #coinhuntworld, It's awesome!… https://t.co/1fANx0mwL0"
1516568000714969098,CameronPettus,Wed Apr 20 00:02:42 +0000 2022,-83.1738665,32.6782075,Soccer ⚽️ battled but lost 4-2. No quit in these guys! They played hard to the very end! #ProudToBeAnEagle 🦅
1516568060693565444,Tozzcast,Wed Apr 20 00:02:56 +0000 2022,-81.3677725,28.501678499999997,"I’ll blame it the shortened Spring Training, weather, lack of foreign substances..but man, Gerrit Cole is not looking sharp at all"
1516568067895173123,BagSzn11,Wed Apr 20 00:02:58 +0000 2022,-83.1738665,32.6782075,THIS
1516568084005502976,jesssssmart,Wed Apr 20 00:03:02 +0000 2022,-81.3677725,28.501678499999997,My phone is not activating omg will this nightmare ever end 😩
1516568093312663555,Boopityboop44,Wed Apr 20 00:03:04 +0000 2022,-83.1738665,32.6782075,Working on taking pictures like this on vacation this summer
1516568106700787712,GradybabyMunk,Wed Apr 20 00:03:07 +0000 2022,-83.1738665,32.6782075,Please Okongwu contribute today. Collins started us out right
1516568116620369923,BaconAddy,Wed Apr 20 00:03:10 +0000 2022,-82.5330735,27.3411215,"𝓦𝓪𝓲𝓽... 𝓘𝓯 𝓽𝓱𝓲𝓼 𝓶𝓪𝓴𝓮𝓼 𝓽𝓱𝓮 𝓷𝓮𝔀𝓼, 𝓲𝓽 𝓷𝓮𝓮𝓭𝓼 𝓽𝓸 𝓫 𝓭𝓸𝓷𝓮 𝓬𝓸𝓻𝓻𝓮𝓬𝓽𝓵𝔂..... TANNING TESTICLES!! did 9/11 😂😂😂🤣🤣🖤📸"
1516568120001024006,Tiatussii,Wed Apr 20 00:03:10 +0000 2022,-83.804475,27.698681999999998,Where are all the genuine baddies @ in Orlando
1516568121959661569,syd_kham,Wed Apr 20 00:03:11 +0000 2022,-82.67290299999999,27.7957195,"Keep playing like they did in the first period and they’ll get rewarded with a goal(s), let’s get it going boysssss"
1516568131904413699,JimKelleherRE,Wed Apr 20 00:03:13 +0000 2022,-83.804475,27.698681999999998,@SydneyAModel Happy Tuesday
1516568150908850183,SheilaOCall,Wed Apr 20 00:03:18 +0000 2022,-83.1738665,32.6782075,Sounds good.🍿
1516568161767895041,LordKrono2031,Wed Apr 20 00:03:20 +0000 2022,-82.3247015,28.2245025,@SueM2022 Go crazy? Kinda late there. 30 years too late. 😂😂
1516568177534279685,biggameJames_36,Wed Apr 20 00:03:24 +0000 2022,-83.804475,27.698681999999998,Hear me out. These other cats aren’t of caliber for pick 1. But Seebo Damuels………. https://t.co/sCBaPaWJK0
1516568207892615169,johndhopkins,Wed Apr 20 00:03:31 +0000 2022,-84.4208998,33.98780716,14 YEARS with the love of my life. I LOVE YOU FOREVER @jenhopk!#ILOVEYOUFOREVER @ Drift Fish House &amp; Oyster Bar https://t.co/ywo1A9N39R
1516568211935870989,kelseybreaux99,Wed Apr 20 00:03:32 +0000 2022,-83.804475,27.698681999999998,couples who help each other get out of the rides in disney 🥺🥺
1516568218776870922,EvergreenMEP,Wed Apr 20 00:03:34 +0000 2022,-81.520527,28.380843,@0xMetal Truly appreciate the kind words.
1516568222472052742,revdrinkerton,Wed Apr 20 00:03:35 +0000 2022,-82.452233,27.94272,#gobolts Frost Proof Belgian White by @CigarCityBeer https://t.co/PqRcemoNdC
1516568242155769859,michharrington,Wed Apr 20 00:03:40 +0000 2022,-80.1493301,25.79283801,First time at this beautiful bayside bar/restaurant #Nice😎 @ The Lido Bayside Grill https://t.co/7q2NaY8Yma
1516568256106147842,RagincajunBill,Wed Apr 20 00:03:43 +0000 2022,-83.804475,27.698681999999998,@Wey_Ya53 not a chance 👊👊👊
1516568277711040519,steveiridebikes,Wed Apr 20 00:03:48 +0000 2022,-84.37453537,34.25242151,@indy_nowak getting tech in #cantonga last Saturday. Crazy to see how much bike control he’s developing. Swipe to s… https://t.co/Ayvbj4lD0c
1516568309520605189,newsome_sports,Wed Apr 20 00:03:56 +0000 2022,-83.804475,27.698681999999998,The lady Wolves softball is up 4-1 over the bulls! @Biggamebobby @NewsomeSoftball @HCPSNewsomeHS @NHSAthlBooster
1516568311588343813,donchristloub,Wed Apr 20 00:03:56 +0000 2022,-83.1738665,32.6782075,Damn tomorrows 4/20.. i slick forgot
1516568320002166793,shaileyklein,Wed Apr 20 00:03:58 +0000 2022,-82.524426,29.806044,Santa Fe brings in Dawson Card to pitch in the bottom of the 4th inningBottom of 4thSanta Fe: 4Trinity Catholic… https://t.co/iiFkA1LJMd
1516568340109660166,BuenosDias99,Wed Apr 20 00:04:03 +0000 2022,-83.804475,27.698681999999998,These refs are twerking for the hawks
1516568345541287939,itmaybejay,Wed Apr 20 00:04:04 +0000 2022,-83.1738665,32.6782075,With this medication I was easily convinced to buy 100 stamps at Costco. I don't even use stamps or send mail!? Why… https://t.co/PtW9qS5VeO
1516568354139656192,DtriNi2Swt,Wed Apr 20 00:04:06 +0000 2022,-83.804475,27.698681999999998,Hey refs #NBATwitterLive #HEATCulture https://t.co/6SLDCjGPfm
1516568356807221249,myudme,Wed Apr 20 00:04:07 +0000 2022,-82.452233,27.94272,"Finally, made it to a #TampaLightning Game. My first game! 🏒💙 So awesome!! #Gobolts  we got this! https://t.co/iVRGo68uJD"
1516568366353367047,Rmplstlskn,Wed Apr 20 00:04:09 +0000 2022,-82.494979,27.179743,My resting spot for sunset... @caseykeytikibar Love being a #SaltyTailorCome visit... https://t.co/vRPBV33hb2
1516568371374006274,jaydahurtado,Wed Apr 20 00:04:10 +0000 2022,-83.1738665,32.6782075,@angelinamnorton Aint no way-
1516568382920925188,JudySwi57078326,Wed Apr 20 00:04:13 +0000 2022,-83.804475,27.698681999999998,@rbergman5 I don't know but they need to quit
1516568386460868611,FlawdArchitect,Wed Apr 20 00:04:14 +0000 2022,-82.44269399999999,27.9965945,Oh lord here we go…this should be and interesting next few months
1516568397550694406,wdwaristocrafts,Wed Apr 20 00:04:17 +0000 2022,-82.21839449999999,27.93168,@jwnapolitano @Tribeca @NewYorker Congratulations! https://t.co/mms6UeaJLv
1516568403439353857,tmj_autojobs,Wed Apr 20 00:04:18 +0000 2022,-81.269453,28.8028612,"No matter your make or model, you’re welcome on our lot. Bring all of you to DriveTime and let’s go further togethe… https://t.co/dqolHI40jO"
1516568427120537601,TonioDaGreat_,Wed Apr 20 00:04:24 +0000 2022,-83.1738665,32.6782075,OK yall female rappers got yall chance!!!
1516568431600017410,Mad_King_813,Wed Apr 20 00:04:25 +0000 2022,-83.804475,27.698681999999998,@SabrinaHarleyy Shit is the worst! I’m usually at about 4.5 hours of sleep myself. Hang in there
1516568440064122896,DrewTheIntern,Wed Apr 20 00:04:27 +0000 2022,-83.804475,27.698681999999998,@BanksLee @10Best @peppapig @PeppaPigFlorida We’re trying!
1516568449782267909,gepehill1,Wed Apr 20 00:04:29 +0000 2022,-81.739135,26.5823605,@realvoter236 Absolutely!
1516568473836658690,TimothyJacquez,Wed Apr 20 00:04:35 +0000 2022,-83.804475,27.698681999999998,@mariahmartini I already have like 6 pots with DEAD plants 😅 But thanks anyways 💙
1516568476453945348,Tribeo5,Wed Apr 20 00:04:35 +0000 2022,-83.1738665,32.6782075,Me &amp; Who🥹❤️‍🔥
1516568476357382144,LadyShablee,Wed Apr 20 00:04:35 +0000 2022,-83.804475,27.698681999999998,I forgot to hang upmy favorite sweatshirt this morning and came home to find this lol#CatsOfTwitter https://t.co/QRYPx9ZLbR
1516568477976387587,AlbertoxVazquez,Wed Apr 20 00:04:36 +0000 2022,-83.804475,27.698681999999998,@erikavonhelsing I would do anything to have to pay $8k in taxes a month lmao
1516568502789984260,JerrysGoddess,Wed Apr 20 00:04:42 +0000 2022,-82.20641527,27.0377431,Happy early birthday Shiloh! Escape room and ice cream! #cicisworld #shiloh #sweetscoops #icecream… https://t.co/vTpoJottcu
1516568524772237316,_JustSlim_,Wed Apr 20 00:04:47 +0000 2022,-83.1738665,32.6782075,"@giftofjab Interlocking, actually styles &amp; not just a free retwist.. and the understanding that locs aren’t meant t… https://t.co/V5Bbnkl2cY"
1516568533437722625,JtNoles,Wed Apr 20 00:04:49 +0000 2022,-83.804475,27.698681999999998,🤣🤣🤣🤣 Everyday..Even in ours sleep 🤣🤣
1516568557496193036,Jwillz_8,Wed Apr 20 00:04:55 +0000 2022,-82.5873885,28.004172500000003,@NICKIMINAJ LMFAOOOOOOOOOO
1516568564559405062,angelaj602,Wed Apr 20 00:04:56 +0000 2022,-83.1738665,32.6782075,@OttoMatticBaby Done sitting on a haystack of needles waiting for the drop
1516568564878221313,JudyMor03522194,Wed Apr 20 00:04:57 +0000 2022,-83.1738665,32.6782075,"@nocntxtcfbtalks @ATLHawks Yes, they’re terrible!!  They should be evaluated each season somehow.  And how many cal… https://t.co/0TgjZdQWfZ"
1516568597157629959,doc_b_phD,Wed Apr 20 00:05:04 +0000 2022,-83.804475,27.698681999999998,@drnatalieking Congratulations 🎉🎉🎉🎉🎉
1516568619668451333,heatfanralph,Wed Apr 20 00:05:10 +0000 2022,-83.804475,27.698681999999998,@JamesProfetto Oh yeah for sure. It seems like he’s just too excited for these games lol
1516568628598124551,Andyravenclaw13,Wed Apr 20 00:05:12 +0000 2022,-82.170186,27.069032999999997,@UtdPlug They were when Ole was in charge yet our Gaz was quiet as a mouse
1516568633555787776,Chelsiii5,Wed Apr 20 00:05:13 +0000 2022,-82.0371575,28.8781905,I love cooking for my babies 😋🍽
1516568643022249985,TeeDash1,Wed Apr 20 00:05:15 +0000 2022,-82.44269399999999,27.9965945,Yu was killin my vibe
1516568646612570116,rickinotricky,Wed Apr 20 00:05:16 +0000 2022,-83.1738665,32.6782075,@FurboyDad I hope I’m not.I think I’m fairly easy to get along with but 🤷🏼‍♀️
1516568651641589766,Hutton1946,Wed Apr 20 00:05:17 +0000 2022,-81.852456,28.8053205,"@AlexMyers3 No PGA tour professional is a terrible putter. They may be going through a bad time, but never terrible… https://t.co/QAKhx7b0Oi"
1516568652224548870,londracastaneda,Wed Apr 20 00:05:17 +0000 2022,-83.804475,27.698681999999998,See a love like mine is too good to be true
1516568653004742668,BHinFlorida,Wed Apr 20 00:05:18 +0000 2022,-83.804475,27.698681999999998,😂😂😂Check out Popnosis's video! #TikTok https://t.co/yMfoyD529N
1516568662940991488,icecoldstew,Wed Apr 20 00:05:20 +0000 2022,-83.1738665,32.6782075,Welcome back to the playoffs #Hawks
1516568664891346945,AyeYoD1Flem,Wed Apr 20 00:05:20 +0000 2022,-81.3677725,28.501678499999997,At all lol 😂
1516568676123750420,callhernae,Wed Apr 20 00:05:23 +0000 2022,-81.371775,28.625735,I love having my own apartment and space and all but boy do I miss living at my mama’s house rent free😂😂😂
1516568683929350144,WildBill_84,Wed Apr 20 00:05:25 +0000 2022,-81.5473325,28.480711999999997,Y’all remember to brush ya teeth as well…
1516568707031568384,LadyShablee,Wed Apr 20 00:05:30 +0000 2022,-83.804475,27.698681999999998,Forgot to hang up my favorite sweatshirt this morning and came home to find this lol#CatsOfTwitter https://t.co/SCugz6RCvk
1516568710630227973,SteelersGuy91,Wed Apr 20 00:05:31 +0000 2022,-83.804475,27.698681999999998,This has got to be a joke.
1516568714333888519,mwfsu,Wed Apr 20 00:05:32 +0000 2022,-83.1738665,32.6782075,"@1010XL Garrard was great. An efficient passer and extremely mobile. Unlike Bortles and Leftwich, his throwing mechanics were solid."
1516568731924799495,BluReaper14,Wed Apr 20 00:05:36 +0000 2022,-83.1738665,32.6782075,That’s how you come out and play @ATLHawks 🖕🏾🖕🏾these refs and their bipolar calls
1516568736714706947,zaraeleus,Wed Apr 20 00:05:37 +0000 2022,-82.369663,27.8230765,"@patriottakes I'm gonna take category ""things that haven't been viable since the early 90s"""
1516568753982558211,Florida_man76,Wed Apr 20 00:05:42 +0000 2022,-81.3677725,28.501678499999997,"@mtbh12 @OrlandoCountySC The evaluation was done in Buenos Aires by a third party on his signing. As far as now, OC… https://t.co/Qs9wj8nDr8"
1516568777969782794,GradybabyMunk,Wed Apr 20 00:05:47 +0000 2022,-83.1738665,32.6782075,Bruh they were so hot it was what it was
1516568807371857965,TheRevLovesYou,Wed Apr 20 00:05:54 +0000 2022,-81.3677725,28.501678499999997,@GuyHutchinson @UniversalORL Express passes were sold out for today like a week ago. We're  not out of spring break yet.
1516568810039525383,ApplePasta,Wed Apr 20 00:05:55 +0000 2022,-82.532321,28.1033755,@blewis823 Context?
1516568810458910730,Fastferarri_07,Wed Apr 20 00:05:55 +0000 2022,-82.476912,29.1028815,After having a conversation with coach @dyray22 IM EXTREMELY BLESSED to receive my first D1 offer from Florida Stat… https://t.co/2GEaR77qrg
1516568821141811200,cafeconchrissy,Wed Apr 20 00:05:58 +0000 2022,-81.4256625,28.361774,@nightwaynes I had NO idea that this was him. Crazy good acting and makeup!
